region,firm_type,university_tier,education,english_cefr,english_value,experience_years,genai_adopted,productivity_index,monthly_salary_bdt,weekly_learning_hours
Khulna,Outsourcing,"T2 (KUET, RUET, SUST)",MSc,B1,2.0,0.5260584870805047,0,79.57753689742711,21900.505517223108,4.709733520677846
Dhaka,MNC subsidiary,T3 (Private),Diploma,B2,3.0,4.76961635745004,1,134.92814114650608,49552.959641471454,6.486314301952574
Sylhet,Local SME,T3 (Private),Diploma,A2,1.0,5.987160179077487,1,126.2562467478425,98284.0067422137,7.962716249367125
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",MSc,C1,4.0,2.5156503324666755,0,111.39758945437985,62085.46130961105,3.148551955934763
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,3.370245317254419,1,115.76139124800858,57564.67865800226,4.181732929265704
Chittagong,Local SME,T3 (Private),BSc,B2,3.0,4.527692982387624,1,151.33794441732908,67663.70061897195,2.5140643940354943
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",BSc,C1,4.0,0.5683692955009833,0,104.25970727558843,61015.74350352035,1.6396913159134314
Chittagong,Local SME,T3 (Private),BSc,B1,2.0,3.349304876411357,0,122.52543714565165,53244.81334786559,5.448142758431871
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,13.519115061818942,1,142.58502527287126,95357.2335358176,5.350868035866067
Sylhet,Outsourcing,T3 (Private),BSc,C1,4.0,1.9055502860423088,1,148.44695228540346,56155.27065751618,4.358271681611998
Dhaka,MNC subsidiary,Self-taught,PhD,B2,3.0,5.819325708923002,1,151.62762266511962,86420.14047357386,6.594899741460435
Rajshahi,Local SME,T3 (Private),BSc,B1,2.0,3.4322789990342044,0,112.42572039582478,46762.431188344606,2.3687610361891442
Chittagong,Local SME,T3 (Private),Diploma,B2,3.0,5.505858184822683,0,98.03543367244916,44938.1328929769,1.4195026648955205
Sylhet,Local SME,"T1 (BUET, DU, IUT)",BSc,C1,4.0,8.452741689162451,1,154.60958383126118,41610.597929102514,4.223775439787417
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,8.557735429895747,1,133.61690654811494,92800.25038093836,3.3033711630198335
Dhaka,Local SME,T3 (Private),BSc,C1,4.0,3.669461356963139,0,102.82467218028268,46055.43516027234,2.8306345972285483
Dhaka,Outsourcing,T3 (Private),MSc,B2,3.0,7.519082969407899,0,92.07954196608895,50224.904276013476,4.700616529461673
Khulna,Freelancer,T3 (Private),BSc,B1,2.0,10.813786289318504,0,130.55899798783915,54446.8628609074,1.3764544696389145
Sylhet,Outsourcing,T3 (Private),BSc,B1,2.0,12.788681995986039,1,143.93623736960495,80085.70061980555,3.3777623170058497
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,2.071720288061899,0,107.96408914171789,44916.885365469774,4.531583775538508
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",MSc,A2,1.0,5.715468557786137,1,116.22155064247805,72933.15173806372,6.019096456140254
Chittagong,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,6.890679859132337,1,147.56597516980275,82210.22184934517,5.152830932250599
Sylhet,MNC subsidiary,T3 (Private),Diploma,B2,3.0,2.377304602926716,0,110.6726852203238,49077.912230675014,2.869469812916616
Dhaka,MNC subsidiary,T3 (Private),BSc,B1,2.0,1.298422191782468,0,107.43413715619462,35000.415122575585,4.893729679674706
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,12.40447504314833,0,142.18508537640508,113649.74858874125,2.4890855524472566
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,C1,4.0,1.7639048412324496,0,90.3411657584943,84071.5171405904,5.88504587494913
Khulna,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,4.637766599707632,0,91.73943844036285,42348.44944706247,5.441733586563362
Dhaka,Outsourcing,Self-taught,Diploma,B2,3.0,2.554580738966279,0,115.59085959824358,51894.718648596405,5.712599802361121
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,B2,3.0,2.5712556761579926,0,90.67206419214646,34901.42808486332,3.394996170501086
Chittagong,Freelancer,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,3.929960993625153,0,112.1418847891902,44345.02382549229,3.8149430121488823
Chittagong,Local SME,Self-taught,Diploma,B2,3.0,5.901407639557724,1,144.01000449649155,79342.313190743,3.4236999851817806
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,0.8354433409791061,1,109.75090560956465,31404.27928109976,5.918688857500821
Dhaka,MNC subsidiary,T3 (Private),BSc,A2,1.0,11.61409868441928,1,111.68465939096266,67668.05149763759,6.051756060729767
Chittagong,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,9.263118823762431,1,140.18646746563033,53836.08312439771,3.620316384554994
Sylhet,Local SME,"T1 (BUET, DU, IUT)",BSc,C1,4.0,7.54271533994412,1,167.658035523927,45184.00782334306,10.393827412141045
Dhaka,Freelancer,T3 (Private),BSc,B2,3.0,2.6339840788914404,1,152.16938313928802,96405.84963913623,7.4404643078421
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,5.13827541751371,1,118.98694614036253,85166.85697101685,5.187247818708148
Dhaka,Local SME,T3 (Private),BSc,B2,3.0,10.781546271670754,0,98.18817188961768,95163.88330249324,5.3372453333354635
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,7.91009986530269,1,144.47826826923955,72176.26596169846,4.726845283276037
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,4.934569717096039,0,99.53775991516655,46220.358051412164,4.447067275077349
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",PhD,B2,3.0,2.349783185489833,1,151.55532606514396,72885.1667701888,6.263579171204234
Dhaka,MNC subsidiary,"T1 (BUET, DU, IUT)",BSc,B1,2.0,4.815261364634392,1,141.1727468315505,83200.97440402352,3.6326038668372878
Dhaka,Freelancer,T3 (Private),BSc,B1,2.0,15.0,0,128.13072200856075,99592.02563812416,3.401279273310565
Chittagong,Local SME,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,13.098012995426412,1,140.8692467310638,95097.51656112124,4.348778951303672
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",Diploma,A2,1.0,2.379119878582652,0,85.6486548391598,60276.316088225816,4.024809950224974
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",PhD,B2,3.0,3.24010565384428,0,137.76822827451699,45599.61745957304,4.816972136461171
Rajshahi,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B2,3.0,2.4315489085290336,1,120.48520815065315,45010.673302599025,4.45250736333227
Sylhet,MNC subsidiary,T3 (Private),Diploma,B2,3.0,8.835682495320892,1,130.83121228771964,74928.65566539548,2.624430160951245
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,6.277781694274349,0,91.67747901151442,67638.28783785403,2.7430762668523507
Chittagong,MNC subsidiary,"T1 (BUET, DU, IUT)",BSc,A2,1.0,5.911601882402549,1,149.01354569659662,39513.68201529449,6.007424993010303
Dhaka,Local SME,"T1 (BUET, DU, IUT)",MSc,B2,3.0,3.860266774395653,0,109.17675816544525,42837.42906931877,3.7077534839313055
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,B1,2.0,0.5079542874796696,1,105.74138226901078,38100.685958908674,3.430894042876041
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,5.880245387832538,1,127.65706769788841,82517.26881091706,6.925316560574898
Khulna,Outsourcing,"T1 (BUET, DU, IUT)",Diploma,B1,2.0,0.42528221084678236,0,87.61437285340364,35623.12726323913,5.292368079319821
Sylhet,Freelancer,T3 (Private),BSc,B1,2.0,3.1363142775028354,0,114.37897882055482,62023.52303531411,1.5752947332469613
Chittagong,Freelancer,"T2 (KUET, RUET, SUST)",Diploma,C1,4.0,7.473579410393819,0,99.69846130795382,59427.553493198306,2.120087289102073
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,10.935573842352612,0,118.2859960231129,97918.0624106038,2.873415803596221
Chittagong,Freelancer,"T1 (BUET, DU, IUT)",BSc,C1,4.0,4.224840951423674,1,134.9440775299618,42791.61628886396,5.922353039693433
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,C1,4.0,7.911184861995051,1,122.06825587980424,90678.33190842519,4.91427037226063
Dhaka,Local SME,T3 (Private),BSc,A2,1.0,13.594594066020536,1,135.59601472027626,118005.15577474055,3.722360645828884
Khulna,Local SME,"T2 (KUET, RUET, SUST)",BSc,C1,4.0,5.114828799889835,0,131.65956557363972,24120.019859314816,0.16854395022458202
Sylhet,Outsourcing,"T2 (KUET, RUET, SUST)",PhD,B2,3.0,8.759573768269055,1,150.0385533079906,62359.047270795054,6.123948637035456
Khulna,Local SME,T3 (Private),BSc,B2,3.0,13.054901752497885,1,123.71118529406999,125195.75039044845,4.083048322531171
Dhaka,MNC subsidiary,T3 (Private),BSc,A2,1.0,5.529941089316197,1,127.7114870860267,65272.5026149259,5.904002005841327
Dhaka,Outsourcing,T3 (Private),Diploma,B1,2.0,2.0930196422468033,0,107.2517462970493,61508.486202751206,5.66887713154967
Chittagong,Local SME,T3 (Private),Diploma,B1,2.0,5.794900141276798,0,110.03847562214645,57429.98132932578,3.08676240102178
Sylhet,Local SME,T3 (Private),BSc,B2,3.0,1.8721384592920842,1,148.0089726218503,52190.23719593855,1.5014564849742869
Khulna,Outsourcing,T3 (Private),Diploma,B1,2.0,3.362211592845179,1,114.60867635046542,42619.23406810397,3.543134720618948
Chittagong,Local SME,T3 (Private),Diploma,B2,3.0,2.6358754654224104,0,101.98654762681709,37559.977282051645,4.7108439909193685
Sylhet,MNC subsidiary,T3 (Private),BSc,B1,2.0,3.9479478454416803,1,126.93864362681899,63077.68332066473,5.883043326894608
Dhaka,Outsourcing,Self-taught,BSc,B1,2.0,6.491391218768819,0,75.02987132738197,58487.7639478569,3.507698473547612
Khulna,Local SME,T3 (Private),Diploma,C1,4.0,8.783673542176743,1,158.42712504076667,76370.91787234458,4.041383651493232
Dhaka,Outsourcing,T3 (Private),Diploma,C1,4.0,1.0927830646216523,0,95.31636801462062,42789.145140924884,5.723588255387265
Rajshahi,Local SME,T3 (Private),BSc,B1,2.0,4.910265032730555,1,129.6072968743712,39098.39787807303,5.297373770375492
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,B2,3.0,7.23357104358278,1,148.7910541431266,97772.0146260602,5.852356474038572
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,B2,3.0,6.326636226625873,0,121.89095105244495,50914.913541077614,3.2057294514542463
Chittagong,Outsourcing,T3 (Private),Diploma,A2,1.0,8.784969953590338,0,101.01223170361959,74929.66922799785,4.242374929413861
Sylhet,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,0.9927091185139608,1,153.0860535366692,41443.5417329099,7.609266726713799
Chittagong,MNC subsidiary,Self-taught,BSc,B2,3.0,2.5510173494085415,1,121.25050841074675,32190.295229510335,6.2601581635957375
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,9.682254903564933,0,119.99017371151844,105959.49716268326,4.2440616616218465
Sylhet,Outsourcing,Self-taught,PhD,B1,2.0,1.099722005591507,1,104.8257488061247,48584.929557318654,2.6324304128670484
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,C1,4.0,4.095611671830098,1,123.76632536070342,63498.03896518245,6.258568195200052
Dhaka,Outsourcing,T3 (Private),Diploma,B2,3.0,6.364467692282353,1,129.44746227382615,121800.09205564042,5.715796597381271
Chittagong,Local SME,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,7.485896918775099,1,124.28563713875702,60117.521937961435,4.534929231739643
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",PhD,B2,3.0,5.6660516764838365,1,138.30627878337125,50034.60728325977,4.2304931883705885
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,15.0,0,114.35803836224072,106552.36617945488,3.5114714131353564
Sylhet,Local SME,T3 (Private),BSc,A2,1.0,1.4075899285706606,0,101.80495130728958,59369.08773806984,4.458912699103466
Khulna,Local SME,T3 (Private),MSc,B1,2.0,3.0946529902058018,1,126.28823161541952,38439.41293904893,3.6731497483299203
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",BSc,B2,3.0,6.748409854113294,1,111.83871257687042,51991.629976472504,2.427791617680212
Khulna,MNC subsidiary,T3 (Private),Diploma,C1,4.0,4.547926725503716,0,110.1689464647605,43752.903433590625,3.270124449520856
Dhaka,Outsourcing,T3 (Private),BSc,B1,2.0,1.2237428102903896,0,124.66433306650602,35657.53284271038,4.7735647000735995
Dhaka,Local SME,Self-taught,BSc,B2,3.0,1.4043110649285004,0,113.75205697323156,36148.807145960796,5.247050435020303
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",PhD,A2,1.0,2.6247261194472706,0,102.61631685090427,45583.05288625005,2.1762489324283423
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,3.603763404232492,0,100.33838508853928,63933.76626088882,5.227141317777385
Dhaka,Outsourcing,T3 (Private),MSc,B2,3.0,3.7418771598204374,1,127.52407965988179,43853.34816195647,8.01564733186969
Sylhet,Freelancer,T3 (Private),Diploma,B2,3.0,0.22107396568706045,0,89.76012578107482,29810.446448529,4.107120301214962
Sylhet,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,3.8530692516926446,1,121.01073165515267,39195.74615809131,6.790960891347626
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,2.950088543749928,1,138.00048909703258,65828.77346835626,5.488521260568867
Dhaka,Local SME,T3 (Private),MSc,B1,2.0,1.2017977487732385,0,117.80532006936158,61459.30416959659,1.2834999526964839
Dhaka,Local SME,T3 (Private),Diploma,B1,2.0,3.5544857403721513,0,116.99924957487715,41270.812003915824,3.5140919224446794
Khulna,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,8.591040114728118,1,146.4004327461186,48424.110450388405,4.10982670086427
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,5.640935281254553,0,106.44061022821462,109142.25059787826,5.405357284920498
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",MSc,C1,4.0,3.235631633218732,1,111.94712685511993,55553.645317134586,5.74690808246913
Dhaka,Local SME,T3 (Private),Diploma,B2,3.0,6.845996270666187,1,149.5029950322289,92543.48626049141,7.388606172905258
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,10.956595084731866,1,127.11996123205242,75906.52626662469,7.8684178177347315
Rajshahi,Freelancer,T3 (Private),BSc,C1,4.0,0.6125100333648569,1,153.4828799030563,33193.50089587179,6.375270339489851
Sylhet,Outsourcing,T3 (Private),BSc,B2,3.0,4.348812505256124,0,116.57126410727905,62169.83726879858,3.016377674705266
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,2.5061238215211135,0,121.36945471123605,124208.46971479659,3.9690539223647288
Sylhet,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,2.617753475202176,0,127.90337426181809,42337.312217769926,3.371927897929173
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",Diploma,B2,3.0,4.827092667107547,1,153.43717195585444,52267.093076729434,4.863905512459425
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",PhD,C1,4.0,1.5491730548010882,1,122.4894156562006,64489.65128713689,1.3752016785308632
Sylhet,Outsourcing,T3 (Private),BSc,B2,3.0,2.5476351020763284,0,101.831652800675,46292.26068916752,3.864858345368126
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,2.442936249318865,1,87.465007422882,38096.08852968326,2.9021403774345025
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",MSc,B2,3.0,2.202666817909021,1,118.43690600352042,46584.658745996145,4.204020576380405
Dhaka,Local SME,T3 (Private),Diploma,C1,4.0,1.477105860446063,0,141.1172968774802,78356.9426288663,3.1369926210673786
Dhaka,Local SME,T3 (Private),BSc,C1,4.0,11.923486553873165,1,188.23483425969513,106265.34883416141,7.217781015764405
Khulna,Local SME,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,3.765630506389519,1,131.85749589718995,73343.29328998552,4.423131930458676
Dhaka,Freelancer,T3 (Private),BSc,B2,3.0,1.1385925358643885,1,119.78521646730714,39211.56216100364,6.120332937379798
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,5.692709237970076,1,151.32768328528087,57191.623411270644,4.58500948255317
Dhaka,Outsourcing,Self-taught,PhD,B2,3.0,0.7208274242891031,0,97.0068597101241,44886.58614483267,5.701601444551292
Chittagong,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,4.433155699688662,0,127.93171862815171,55270.15207276912,7.807274144773714
Sylhet,Freelancer,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,2.070924605618446,1,141.47654886563998,69820.06419427818,6.59246346006916
Dhaka,Outsourcing,T3 (Private),BSc,C1,4.0,4.452431885906664,1,153.71278338999485,85472.75929703024,4.646980333346782
Dhaka,MNC subsidiary,T3 (Private),MSc,B1,2.0,4.283016520189284,1,125.03143158831708,88219.2238278147,5.274829268444356
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,7.028991486013254,1,134.89002010375,93258.6763385745,5.570155312917058
Rajshahi,Freelancer,"T1 (BUET, DU, IUT)",BSc,A2,1.0,3.824705673458006,1,144.39396985339826,85394.72078648103,8.781640923906536
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",Diploma,A2,1.0,6.115875940665002,0,136.56223789021448,118231.45388128114,2.6979517236063617
Rajshahi,MNC subsidiary,"T1 (BUET, DU, IUT)",MSc,C1,4.0,4.042419312588863,1,141.37319660518833,59328.227685908445,4.018167517078162
Sylhet,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,4.420356512721463,0,95.10981682733052,40657.25357752443,5.8507558585141295
Dhaka,Outsourcing,T3 (Private),Diploma,B2,3.0,8.608970323269737,0,115.95922363381601,43615.11493816622,4.027917190849762
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,10.978938440586191,1,134.98828527025546,94189.33646173342,6.361127099416958
Khulna,Local SME,"T1 (BUET, DU, IUT)",BSc,B1,2.0,15.0,0,123.88227786405207,84825.62249370836,6.032781041103228
Dhaka,Outsourcing,Self-taught,MSc,C1,4.0,3.593390503125962,1,148.9444255100742,67194.84936595162,3.689541654310445
Rajshahi,Freelancer,"T1 (BUET, DU, IUT)",BSc,C1,4.0,2.8517857668240105,1,150.483918773648,39591.118770905974,6.6269566683619106
Chittagong,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B2,3.0,3.450562900699707,1,142.39842425401187,50259.21548492793,6.221174044862884
Khulna,Outsourcing,Self-taught,BSc,A2,1.0,15.0,1,121.85002817107053,64412.497113550024,7.280348408464278
Chittagong,Outsourcing,T3 (Private),PhD,B2,3.0,8.695682000226828,1,141.64138165867786,125278.75712418812,5.787611293251052
Sylhet,Local SME,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,3.9232386655083102,1,148.42879826286472,52207.53379842741,5.464789592438622
Dhaka,MNC subsidiary,Self-taught,BSc,B2,3.0,5.424529685343202,1,117.5290519438404,88127.09756511568,6.0350102220442325
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",Diploma,C1,4.0,15.0,1,146.93111459670519,99932.3279145283,6.776950504960298
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,8.133559922793294,0,106.47225581529074,65221.49903001842,3.8478157002712745
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",BSc,B2,3.0,1.4531568113842597,1,163.2376779005288,40172.3999831543,6.719593263249827
Dhaka,Outsourcing,T3 (Private),MSc,B1,2.0,2.3888025132752495,0,125.31932700893643,58309.927650637954,3.2263614696685394
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",MSc,B2,3.0,0.8316622791946536,0,100.03990335547019,55644.17164454845,4.955751921645416
Chittagong,Outsourcing,Self-taught,Diploma,B1,2.0,11.2286108109491,1,139.98641086660822,82562.4977988619,7.1222019128508185
Chittagong,Outsourcing,"T1 (BUET, DU, IUT)",BSc,B1,2.0,7.534050161426386,1,118.70062971424554,97202.5627962384,3.6932792957865423
Khulna,Outsourcing,T3 (Private),BSc,B2,3.0,5.070656236362789,0,96.65999674557509,96215.02714492653,3.441388948464443
Rajshahi,Local SME,"T1 (BUET, DU, IUT)",BSc,B2,3.0,2.234323927202795,1,140.18118494375574,29646.7421100438,7.299340238953253
Sylhet,Local SME,"T1 (BUET, DU, IUT)",BSc,B2,3.0,0.6209288807077339,1,140.63835066791518,39202.44913171233,6.796065063757765
Dhaka,Freelancer,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,4.062770966064752,0,111.00542980071181,50287.45166088653,1.9562875500744243
Khulna,Outsourcing,T3 (Private),Diploma,B1,2.0,2.265694626994396,0,95.39696510114221,28082.49852576919,3.1626975940268096
Sylhet,Local SME,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,3.432431707982687,0,125.75963670357427,35298.70495471871,2.271329738510968
Sylhet,Local SME,T3 (Private),BSc,B2,3.0,1.8577454183736517,1,125.55824947740936,48860.1006229138,4.5685165899979445
Dhaka,MNC subsidiary,"T1 (BUET, DU, IUT)",BSc,B2,3.0,9.275448719712045,1,120.49924582892938,127464.08624740959,6.30464118325078
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,B2,3.0,5.255569210408377,1,131.14200190137754,66201.34562537583,6.003835798992351
Dhaka,MNC subsidiary,T3 (Private),BSc,A2,1.0,3.793480215677596,1,108.05680830225856,74464.65114521087,4.094138908408183
Dhaka,Outsourcing,T3 (Private),BSc,B2,3.0,2.7751893958297,1,160.41119848787255,63470.55050752388,6.746799884911609
Chittagong,Local SME,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,4.8489740872167575,0,124.22769104406277,66311.59374089187,6.929421127774537
Dhaka,Outsourcing,T3 (Private),MSc,B2,3.0,3.698633615525565,1,130.4734158389969,68951.18183957381,7.993715358365266
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",Diploma,A2,1.0,7.493261270969619,1,149.29813559935468,73478.7640980545,7.1635463247503655
Dhaka,Local SME,T3 (Private),Diploma,A2,1.0,2.856022665346243,0,113.26820142274045,85288.63244489639,4.659989322923458
Sylhet,Local SME,T3 (Private),BSc,A2,1.0,7.194056693619379,1,116.7128283464485,70164.65879924092,8.953898158021904
Dhaka,Outsourcing,T3 (Private),Diploma,B2,3.0,9.281180356450964,1,125.42979229099473,71732.62186319783,4.9928696610703485
Sylhet,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,5.842989067701534,1,149.71169897222893,44807.60486741706,5.177707478803754
Sylhet,Local SME,Self-taught,BSc,B2,3.0,2.446541976283015,1,129.50168222957288,62258.935430378195,6.472770481188819
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",BSc,C1,4.0,8.436093237769203,1,169.94781838452394,114350.26458146097,6.012435790616537
Chittagong,Freelancer,T3 (Private),Diploma,C1,4.0,7.086409033007717,1,138.76672650286037,61131.169488718995,4.692794331957123
Dhaka,Outsourcing,T3 (Private),BSc,C1,4.0,2.2030938637567967,1,132.29309228239592,77775.23676722054,4.897843470379535
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,B2,3.0,1.103147761786011,1,138.5006605385312,45256.99090707111,2.2762939734698886
Rajshahi,Local SME,"T1 (BUET, DU, IUT)",Diploma,B2,3.0,4.751922331424997,1,137.1122069843136,52639.8098634478,5.064755355261929
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",Diploma,C1,4.0,2.922574600856753,0,130.29342264988418,48489.9689124465,0.6220832572275652
Rajshahi,Outsourcing,T3 (Private),BSc,C1,4.0,1.9970475208240548,0,96.2171216647435,24938.630607978354,2.461685577713762
Dhaka,MNC subsidiary,Self-taught,BSc,B2,3.0,9.785526644263427,1,125.70547084703466,100982.07969364607,2.8540005177373895
Rajshahi,Local SME,Self-taught,MSc,C1,4.0,7.825929285339899,1,133.5696457710127,47493.39105868151,4.7646378511687
Dhaka,Outsourcing,"T2 (KUET, RUET, SUST)",BSc,A2,1.0,1.7485713592452765,1,124.99880731882455,52060.32500520745,5.509203098958765
Khulna,Local SME,T3 (Private),MSc,B2,3.0,5.3342253094272465,0,101.35789906026596,33693.52415784036,4.873967986999207
Dhaka,Local SME,T3 (Private),Diploma,B1,2.0,0.6996139343286736,0,98.55369608936381,31087.89758868869,5.742238115502925
Chittagong,MNC subsidiary,"T2 (KUET, RUET, SUST)",BSc,C1,4.0,3.6239582197198947,1,142.878709227161,32019.274622330955,6.494206210027411
Sylhet,Local SME,T3 (Private),BSc,B1,2.0,3.5741669359886674,0,109.66841272198111,69645.4638449237,2.669216605492224
Dhaka,Outsourcing,"T1 (BUET, DU, IUT)",Diploma,B1,2.0,3.9207073060838225,0,98.23977708314324,55902.38507050174,2.295835980118021
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,3.955495674968224,1,137.43253850749775,69274.02368020364,2.6489336790930036
Dhaka,Local SME,"T1 (BUET, DU, IUT)",BSc,A2,1.0,2.745694984946456,0,127.35335316801591,80116.0074694019,5.237069427829677
Chittagong,Local SME,T3 (Private),MSc,C1,4.0,7.203209820782073,0,127.04208277635998,74155.52149968679,2.2334629322581288
Dhaka,MNC subsidiary,"T1 (BUET, DU, IUT)",Diploma,C1,4.0,3.5744053430154272,1,152.28197720977104,61398.661159880234,5.894187112533619
Dhaka,MNC subsidiary,"T1 (BUET, DU, IUT)",BSc,C1,4.0,2.1532719189069063,1,112.19810170281357,77825.63978734356,5.082503740051225
Dhaka,Local SME,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,6.323367267644187,1,141.25043995153777,68860.95071655478,7.311479537373729
Khulna,Local SME,T3 (Private),Diploma,A2,1.0,7.525251986340208,0,112.7557624512823,69075.86334581402,3.1180262314659153
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",BSc,C1,4.0,2.691250417609075,1,144.80309288090967,27507.885669660394,5.533999105270363
Dhaka,Outsourcing,T3 (Private),BSc,B1,2.0,7.694787600876667,0,108.93570705884798,52792.01256245947,3.7855476647808186
Chittagong,Local SME,"T1 (BUET, DU, IUT)",BSc,B2,3.0,10.726141345802468,0,120.56367203332394,115603.33769826789,2.9937354097328615
Dhaka,MNC subsidiary,"T2 (KUET, RUET, SUST)",Diploma,B1,2.0,7.882350535755708,0,105.91122020658902,55655.607110424186,3.371376721242177
Dhaka,Local SME,Self-taught,Diploma,B1,2.0,3.86496273408943,0,122.98303311640007,68842.62469190243,5.2742373606594475
Dhaka,Local SME,T3 (Private),MSc,A2,1.0,2.553879375861112,1,114.96128123083794,66135.3248082856,5.210872834028534
Dhaka,Local SME,T3 (Private),MSc,B2,3.0,2.234008059263413,0,110.7255170705595,35909.77392442828,4.837921110913761
Dhaka,Local SME,T3 (Private),BSc,B1,2.0,12.1828410147343,0,110.96987723560012,96545.04415796352,6.8991166551538186
Khulna,Local SME,"T2 (KUET, RUET, SUST)",BSc,B1,2.0,3.631033885719735,0,114.82488527538872,51227.95681837205,3.5970002142956847
Dhaka,Freelancer,"T1 (BUET, DU, IUT)",MSc,B1,2.0,4.783443570569734,0,137.3853853558951,49152.61700838478,3.0440570798963615
Dhaka,MNC subsidiary,"T1 (BUET, DU, IUT)",BSc,C1,4.0,2.95494233059171,1,138.40847523917026,62643.37856720305,2.9919239755450926
